,Source
1845,International Business Times UK
1846,Hollywood Reporter
1847,Bangkok Post
1848,Co.Design
1849,Us Magazine
1851,BuzzFeed
1852,The Hollywood Gossip
1853,iWantPop
1854,PC Magazine
1855,Recombu
1856,CNET
1857,Benzinga
1858,Contactmusic.com
1859,Law360 \(subscription\)
1860,MarineLink
1861,Toledo Blade
1862,Jalopnik
1863,WBUR
1864,Financial Post
1865,O'Dwyer's PR News
1866,RTT News
1867,MarketWatch
1868,Latin Post
1869,Businessweek
1870,UPI.com
1871,Sky News Australia
1872,Business Spectator
1873,gulfnews.com
1874,The Periscope Post
1875,Sky News Australia
1876,The Escapist
1877,WKRB News
1878,Science Fiction
1879,Albuquerque Journal
1880,Irish Independent
1881,Uproxx
1882,Radar Online
1883,Gadget Insiders
1884,Slate Magazine \(blog\)
1885,Extra
1886,The Guardian
1887,Independent Online
1888,MTV.com
1889,The Age
1890,New York Daily News
1891,AppAdvice
1892,Press Trust of India
1893,BGR
1894,WRAL Tech Wire
1895,SlashGear
1896,Bloomberg
1897,MTV UK
1898,Wired
1899,Fox News
1900,CNBC.com
1901,Virtual Press Office \(press release\)
1902,Capital FM
1903,Product Reviews
1904,MTV UK
1905,MSN NZ News
1906,WBAL Radio
1907,TechCrunch
1908,TIME
1909,Parent Herald
1910,MyBroadband
1911,Austin Chronicle
1913,Jobs \& Hire
1914,TechHive
1915,Franchise Herald
1916,Bloomberg
1917,Daily Life
1918,Motley Fool
1920,Livemint
1921,CNBC.com
1922,Mideast Time
1923,BGR
1924,MacroBusiness \(blog\)
1925,DailyFinance
1926,D Magazine
1927,KMBZ
1928,Metro
1929,The Verge
1930,CNBC.com
1931,Big Hollywood
1932,BGR India
1933,GossipCop
1934,Pulse
1935,New York Magazine
1936,WebProNews
1937,Investorplace.com
1938,International Business Times UK
1939,Ultimate Classic Rock
1940,Herald Scotland
1941,TheStreet.com
1942,Wall Street Pit
1943,iClarified
1944,GamingBolt
1945,International Business Times
1946,Gadget Insiders
1948,The Inquisitr
1949,Shacknews
1950,Law360 \(subscription\)
1951,The Province
1952,RollingStone.com
1953,Geeky gadgets
1954,Billboard
1955,AusGamers
1956,CBS Local
1957,The Sun
1958,A.V. Club
1959,Businessweek
1960,The Plain Dealer
1961,The Hill \(blog\)
1962,The Periscope Post
1963,Entertainment Weekly \(blog\)
1965,Game Politics
1966,Reality TV World
1967,WRAL Tech Wire
1968,Marie Claire.co.uk
1969,Metro
1970,Contactmusic.com
1971,GameSpot
1972,ZDNet
1973,ITProPortal
1974,Sydney Morning Herald
1975,East Idaho News
1976,SheKnows.com
1977,Cinema Blend
1978,TooFab.com
1979,Joystiq
1980,Forbes
1981,New York Magazine
1982,VG247
1983,Hollywood Reporter
1984,Businessweek
1985,Hot Hardware
1986,The Koalition
1987,San Jose Mercury News
1988,The Times Herald
1989,The Southland Times
1990,TechSpot
1991,International Business Times
1992,Student Operated Press
1993,Tech Times
1994,Classicalite
1995,FXstreet.com
1996,PC Magazine
1997,Irish Independent
1998,Gothamist
1999,Geeky gadgets
2000,Digital Spy
2001,Entrepreneur
2002,Daily Mail
2003,MSN Money
2004,MediaPost Communications
2005,Irish Independent
2006,Bloomberg
2007,Benzinga
2008,Entertainment Weekly
2009,Business Today
2010,Worcester Telegram
2011,Yahoo\!7 News
2012,Independent Online
2013,"International Business Times, India Edition"
2014,Food World News
2015,TheStreet.com
2016,Us Magazine
2017,Las Vegas Review-Journal
2018,24\/7 Wall St.
2019,ValueWalk
2020,Heritage Newspapers
2021,The Southland Times
2022,Billboard
2023,Latin Post
2024,Latino Post
2025,International Business Times
2026,Idolator\: All About The Music
2027,Ticker Report
2028,Music Times
2029,Apple Insider
2030,Motley Fool
2031,Computerandvideogames.com
2032,Independent Online
2033,Online Athens
2034,ModVive
2035,Techsonian \(press release\)
2036,iNVEZZ
2037,TechnoBuffalo
2038,Global Times
2039,Livemint
2040,Parent Herald
2041,Computerandvideogames.com
2042,Hypable
2043,USA TODAY
2044,24\/7 Wall St.
2045,Daily Mail
2046,Tech Times
2047,The Mary Sue
2048,Sugarscape
2049,Contactmusic.com
2050,autoevolution
2051,Toronto Sun
2052,USA TODAY
2053,MarketWatch
2054,USA TODAY
2055,BBC News
2056,The Epoch Times
2057,Popular Mechanics
2058,\/FILM
2059,Newser
2060,Entertainment Weekly \(blog\)
2061,Re\/code
2062,WDRB
2063,ValueWalk
2064,Winsford Guardian
2065,ClaimsJournal.com
2066,Ocala
2067,tuaw.com
2068,TruthDive
2069,The Guardian
2070,Refinery29
2071,The Plain Dealer
2072,FXstreet.com
2073,Broadway World
2074,E-Commerce Times
2075,TechnologyTell
2076,Daily Mail
2077,tuaw.com
2078,DailyFinance
2079,Deadline.com
2080,Broadway World
2082,WebProNews
2083,Wall Street Journal
2084,The Guardian
2085,International Business Times UK
2086,Yahoo TV \(blog\)
2087,Businessweek
2088,Irish Independent
2089,WDRB
2090,Automotive News
2091,ValueWalk
2092,MobileSyrup.com
2093,Jakarta Post
2094,Hollywood.com
2095,Engadget
2096,Contactmusic.com
2097,Sky News Australia
2098,Global Times
2099,Seattle Post Intelligencer \(blog\)
2100,RT
2101,Engadget
2102,A.V. Club
2103,Noisey \(blog\)
2104,Entrepreneur
2105,Sydney Morning Herald
2106,Expert Reviews
2107,Bloomberg
2108,Enstarz
2109,Sydney Morning Herald
2110,New York Daily News
2111,Vancouver Sun
2112,Business Today
2113,Metro
2114,NBC Bay Area
2115,myfox8.com
2116,The Plain Dealer
2117,WebProNews
2118,The Daily Voice
2119,The Guardian
2120,The Asian Age
2121,RTT News
2122,Yahoo Canada Shine \(blog\)
2123,Deadline.com
2124,Hollywood.com
2125,\/FILM
2126,GameSided
2127,Space.com
2128,Businessweek
2129,Latin Times
2130,Latin Post
2131,Yahoo\!7 News
2132,AceShowbiz
2133,Forbes
2134,Globalnews.ca
2135,TV.com
2136,Inrumor
2137,Bloomberg
2138,Reality Rewind
2139,Newser
2140,Daily Political
2141,USA TODAY
2142,Business Standard
2143,Business Insider
2144,Reality TV World
2145,Computerandvideogames.com
2146,tuaw.com
2147,Vanity Fair
2148,Indian Express
2149,Interactive Investor
2150,Geeky gadgets
2151,SBS
2152,NYU Washington Square News
2153,ITProPortal
2154,Entertainment Weekly
2155,Irish Times
2156,The Hill \(blog\)
2157,The Independent
2158,Complex.com
2159,Newsday
2160,Headlines \& Global News
2161,Attack of the Fanboy
2162,Latinos Post
2163,The Star-Ledger
2164,NBC Southern California
2165,10TV
2166,24\/7 Wall St.
2167,Investorplace.com
2168,Telegraph.co.uk
2169,The Hill \(blog\)
2170,MSN Money
2171,Quartz
2172,Daniels Trading
2173,MediaPost Communications
2174,DeveloperTech
2175,TIME
2176,CTV News
2177,Mashable
2178,The Escapist
2179,NDTV
2180,Los Angeles Daily News
2181,hellomagazine.com
2182,Business Insider
2183,Engadget
2184,\/FILM
2185,CNBC.com
2186,Reality TV World
2187,TopNews Arab Emirates
2188,Motley Fool
2189,Ahram Online
2190,Daily Mail
2191,SiliconANGLE \(blog\)
2192,WDRB
2193,Techsonian \(press release\)
2194,The News Ledge
2195,CNET
2196,FierceWireless
2197,BreakingNews.ie
2198,WRCB-TV
2199,ZDNet
2200,TIME
2201,The Times Herald
2202,Android Community
2203,D Magazine
2204,Reality TV World
2205,Christian Science Monitor
2206,Financial Post
2207,Philadelphia Magazine \(blog\)
2208,The Malay Mail Online
2209,New York's PIX11 \/ WPIX-TV
2210,Independent Online
2211,Total Film
2212,Baltimore Sun \(blog\)
2213,Albuquerque Journal
2214,MSN NZ News
2215,Benzinga
2216,The Patriot-News
2217,TVbytheNumbers
2218,The Star Online
2219,WDRB
2220,SegmentNext
2221,TravelersToday
2222,Ubergizmo
2223,Daily Mail
2224,io9
2225,Ubergizmo
2226,Yahoo Finance \(blog\)
2227,Bollywood Life
2228,PC Gamer Magazine
2229,Latino Post
2230,Variety
2231,Boston Globe
2232,The Verge
2233,The Japan News
2234,The Almagest
2235,Toronto Star
2236,Variety \(blog\)
2237,NDTV
2238,Peninsula On-line
2239,DailyFinance
2240,Daily Mail
2241,iWantPop
2242,Press of Atlantic City
2243,BGR
2244,The Guardian
2245,Stuff.tv
2246,East Idaho News
2247,Gameranx
2248,Chicago Daily Herald
2249,Latin Post
2250,SiliconANGLE \(blog\)
2251,Today's iPhone
2252,Ars Technica
2253,UPI.com
2254,International Business Times
2255,The Malay Mail Online
2257,Telegraph.co.uk
2258,The Epoch Times
2259,Game Front
2260,Cinema Blend
2261,Attack of the Fanboy
2262,Christian Post
2263,iWantPop
2264,Contactmusic.com
2265,SheKnows.com
2266,Newser
2267,Ars Technica
2268,Newsday
2269,Polygon
2270,Ticker Report
2271,Zimbio
2272,CNNMoney
2273,BBC News
2274,International Business Times
2275,Enstarz
2276,Glamour.com
2277,CarterMatt.com
2278,Beauty World News
2279,Forbes
2280,The Frisky
2281,Refinery29
2282,GameSided
2283,CTV News
2284,Digital Spy UK
2285,Ahram Online
2286,Cambio
2287,The Verge
2288,Ubergizmo
2289,The Times-Picayune
2290,Fibre2fashion.com
2291,Big Hollywood
2292,NZ City
2294,Yahoo TV \(blog\)
2295,Al-Bawaba
2296,Reveal
2297,Modern Readers
2298,LALATE
2299,RollingStone.com
2300,The Guardian
2301,Philly.com \(blog\)
2302,Contactmusic.com
2303,TheStreet.com
2304,The Guardian
2305,Nickutopia
2306,UPI.com
2307,Al-Bawaba
2308,TIME
2309,Newser
2310,Ubergizmo
2311,WCCFtech
2312,indiatvnews.com
2313,GameSpot
2314,The Epoch Times
2315,Auto World News
2316,The Northern Echo
2317,Macgasm
2318,Latin Times
2319,CrazyEngineers
2320,The Hollywood Gossip
2321,Side Mission
2322,TechRadar UK
2323,The Star Online
2324,Cinema Blend
2325,Yahoo News
2326,ScreenCrush
2327,Fox News
2328,Adweek
2330,Deutsche Welle
2331,International Business Times
2332,Contactmusic.com
2333,Billboard
2334,TechGeek
2335,TechnologyTell
2336,UPI.com
2337,Contactmusic.com
2338,WKBT La Crosse
2339,Hypable
2340,GameSpot
2341,The Escapist
2342,Glamour.com
2343,Town Hall
2344,Sowetan
2345,Android Community
2346,Uproxx
2347,San Jose Mercury News
2348,GeekWire
2349,Business Recorder
2350,Gulf Times
2351,VentureBeat
2352,The Birmingham News - al.com
2353,Sowetan
2354,The Guardian \(blog\)
2355,TopNews Arab Emirates
2356,Idolator\: All About The Music
2357,Newsday
2358,Overclockers Club
2359,Telegraph.co.uk
2360,The Globe and Mail
2361,Emag.co.uk
2362,Radar Online
2363,The News Ledge
2364,Evening Standard
2365,Focus News
2366,CBS News
2367,TODAYonline
2368,Mideast Time
2369,Businessinsider India
2370,Variety
2371,NZ City
2372,DailyFinance
2373,Metro
2374,iWantPop
2375,Windsor Star
2376,Eater National
2377,Inc.com
2378,Auto World News
2379,Forbes
2380,RTT News
2381,Investorplace.com
2382,The Independent
2383,Bidness Etc
2384,CBS News
2385,Polygon
2386,NEWS.com.au
2387,Kotaku
2388,Daily Mail
2389,Shacknews
2390,Cambio
2391,Reverb MSN Music \(blog\)
2392,soFeminine.co.uk
2393,Philly.com \(blog\)
2394,Geeky gadgets
2395,Ubergizmo
2396,"International Business Times, India Edition"
2397,Telegraph.co.uk
2398,Businessweek
2399,Bidness Etc
2400,Newsday
2401,WKRB News
2402,Vancouver Sun
2403,The Hollywood Gossip
2404,Hollywood Reporter
2405,Ubergizmo
2406,ScreenCrush
2407,CNBC.com
2408,Classicalite
2409,WDRB
2410,"International Business Times, India Edition"
2411,The Consumerist
2412,ITV News
2413,NEWS.com.au
2414,Cambio
2415,Baystreet.ca
2416,New York Daily News
2417,ANSAmed
2418,The Stir
2419,BBC News
2420,Product Reviews
2421,The Inquisitr
2422,ValueWalk
2423,KOMO News
2424,WebProNews
2425,The Post-Standard
2426,Daily Mail
2427,KTVN
2428,MSN Money
2429,The Independent
2430,Hindu Business Line
2431,Entertainment Weekly
2432,Sydney Morning Herald
2433,The Plain Dealer
2434,Businessweek
2435,Latin Times
2436,Cinema Blend
2437,Sydney Morning Herald
2438,A.V. Club Denver\/Boulder
2439,The Grio
2440,BuzzSugar.com
2441,Motley Fool
2442,Newser
2443,Boston Globe
2444,Bollywood Life
2445,CarterMatt.com
2446,MTV.com
2447,PC Magazine
2448,MSN Money
2449,Business Insider
2450,www.worldbulletin.net
2451,Sydney Morning Herald
2452,Milwaukee Journal Sentinel
2453,Newser
2454,PC Magazine
2455,CBS Local
2456,Hollywood Reporter
2457,Refinery29
2458,GamingBolt
2460,Telemanagement
2461,RTE.ie
2462,RTE.ie
2463,Business Standard
2464,Telegraph.co.uk
2465,Peninsula On-line
2466,BuddyTV
2467,CBS Local
2468,Dubuque Telegraph Herald
2469,Press Herald
2470,Platts
2471,Financial Post
2472,E Canada Now
2473,Latin Times
2474,Sydney Morning Herald
2475,Variety
2476,Mashable
2477,Entertainment Weekly
2478,Slate Magazine \(blog\)
2480,Deadline.com
2481,WBUR
2482,Politico
2483,South China Morning Post
2484,TechSpot
2485,Motley Fool
2487,NDTV
2488,Extra
2489,Money Morning
2490,Music Times
2491,WebProNews
2492,Lancaster Newspapers
2493,Al Jazeera America
2494,The Star Online
2495,Forbes
2496,Ultimate Classic Rock
2497,Livemint
2498,Deadline.com
2499,The Stir
2500,bit-tech.net
2501,BBC News
2502,89.3 KPCC
2503,CNN
2504,Hindu Business Line
2505,io9
2506,AOL Autos
2507,TechnologyTell
2508,Reality TV World
2509,Reality TV World
2510,Daily Mail
2511,Franchise Herald
2512,International Business Times UK
2513,Rigzone
2514,The Asian Age
2515,Movie Fanatic
2516,MyBroadband
2517,BBC News
2518,CNBC.com
2519,Side Mission
2520,NDTV
2521,VG247
2522,Yahoo Movies \(blog\)
2523,CNET
2524,fuse.tv
2525,PCWorld \(blog\)
2526,Latin Post
2527,Sydney Morning Herald
2528,Bloomberg
2529,Castanet.net
2530,GossipCop
2531,Sky News Australia
2532,Bangkok Post
2533,Inrumor
2534,Politico
2535,Contactmusic.com
2536,The Malay Mail Online
2537,Contactmusic.com
2538,InformationWeek
2539,Law360 \(subscription\)
2540,Forbes
2541,Herald Scotland
2542,Interactive Investor
2543,NEWS.com.au
2544,Metro
2545,WallStreetPR
2546,New York Post
2547,Christian Science Monitor
2548,Newser
2549,Mother Nature Network \(blog\)
2550,Latin Post
2551,Us Magazine
2552,Forbes
2553,Hot Hardware
2554,Irish Independent
2555,TidBITS
2556,SlashGear
2557,mediabistro.com
2558,The Utah People's Post
2559,PC Magazine
2560,Tech Times
2561,Livemint
2562,Today's iPhone
2563,ValueWalk
2564,TVWise
2565,TODAYonline
2566,VentureBeat
2567,SheKnows.com
2568,USA TODAY
2569,gulfnews.com
2571,Ticker Report
2572,Newsday
2573,Geeky gadgets
2574,The Independent
2575,Quartz
2576,Science 2.0
2577,Ars Technica
2578,Deccan Chronicle
2579,Bleeding Cool News
2580,Game Front
2581,International Business Times UK
2582,The Periscope Post
2583,Opptrends
2584,SlashGear
2585,BuddyTV
2586,Houston Press \(blog\)
2587,Toronto Star
2588,TechnologyTell
2589,BBC News
2590,NowGamer
2591,Investorplace.com
2592,The Inquisitr
2593,Geekosystem
2594,Daily Gadgetry
2595,Inrumor
2596,Zolmax
2597,CNET
2598,The Independent
2599,International Business Times UK
2600,"International Business Times, India Edition"
2601,New York Daily News
2602,Canadian Manufacturing
2603,WRCB-TV
2604,The Guardian
2605,Libya Herald
2606,Contactmusic.com
2607,Mediaite
2608,Businessweek
2609,Guyism
2610,MarketWatch \(blog\)
2611,International Business Times
2612,The Japan Times
2613,VG247
2614,Hypable
2615,The Atlantic
2616,ITV News
2617,PC Magazine
2618,Noise11
2619,Ubergizmo
2620,Daily Mail
2621,kfor.com
2622,Zimbio
2623,Deseret News
2624,Telegraph.co.uk
2625,Telegraph.co.uk
2626,Zimbio
2628,National Business Review \(subscription\)
2629,Deadline.com
2630,The Voice of Russia
2631,TIME
2632,eNCA
2633,www.worldbulletin.net
2634,Platts
2635,Eagle-Tribune
2636,WDRB
2637,Business Spectator
2638,Christian Post
2639,New York Daily News
2640,Castanet.net
2641,GMA News
2642,Business Spectator
2643,International Business Times
2644,Baystreet.ca
2645,TechGeek
2646,The Japan News
2647,Android Headlines - Android News
2648,9 to 5 Mac
2649,Droid Report
2650,Top Tech News
2651,Metalbulletin.com \(subscription\)
2652,AceShowbiz
2653,The West Australian
2654,The Consumerist
2655,TooFab.com
2656,Autoblog \(blog\)
2658,Express.co.uk
2659,NYU Washington Square News
2660,Science 2.0
2661,San Francisco Chronicle \(blog\)
2662,TIME
2663,Latin Post
2664,Mediaite
2665,VentureBeat
2666,Tulsa World
2667,TechnologyTell
2668,Jezebel
2669,Franchise Herald
2670,Geeky gadgets
2671,Vibe
2672,CNN \(blog\)
2673,Hollywood Reporter
2674,Irish Examiner
2675,Billboard
2676,Forbes
2677,FierceWireless
2678,The Voice of Russia
2679,Telegraph.co.uk
2680,Independent Online
2681,mxdwn.com
2682,San Jose Mercury News
2683,New York Post
2684,ValueWalk
2685,ValueWalk
2686,Ubergizmo
2687,Businessweek
2688,TIME
2689,Venture Capital Post
2690,Christian Science Monitor
2691,Newser
2692,just-style.com
2693,TechRadar UK
2694,NDTV
2695,ITV News
2696,Lawyer Herald
2697,MTV.com
2698,iWantPop
2699,Dose.ca
2700,Radar Online
2701,Reality TV World
2702,Latin Post
2703,CBC.ca
2704,Irish Independent
2706,Motley Fool
2707,BGR India
2708,Express.co.uk
2709,Techsonian \(press release\)
2710,Daily Beast
2711,The Guardian
2712,Product Reviews
2713,Times of India
2714,Latin Post
2715,Entertainmentwise
2716,Forbes
2717,We Got This Covered
2718,Yahoo News
2719,DailyFinance
2720,The Hollywood Gossip
2721,Politico
2722,Bloomberg
2723,Geekosystem
2724,Irish Times \(blog\)
2725,Eureka\! Science News
2726,New York Daily News
2727,Hollywood Reporter
2728,marie claire magazine Australia
2729,Vancouver Sun
2730,Music Times
2731,Business Insider
2732,Newsday
2733,ScreenCrush
2734,Washington Times
2735,Bidness Etc
2736,Geeky gadgets
2737,Uproxx
2738,Venture Capital Post
2739,Interactive Investor
2740,Computerandvideogames.com
2741,Digital Spy
2742,Bloomberg
2743,Techsonian \(press release\)
2744,Christian Science Monitor
2745,Latin Post
2747,Investorplace.com
2748,Variety \(blog\)
2749,The Inquisitr
